Character,Name,Category
⬤,Black Large Circle,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⬥,Black Medium Diamond,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⬦,White Medium Diamond,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⬧,Black Medium Lozenge,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⬨,White Medium Lozenge,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⬩,Black Small Diamond,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⬪,Black Small Lozenge,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⬫,White Small Lozenge,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⬬,Black Horizontal Ellipse,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⬭,White Horizontal Ellipse,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⬮,Black Vertical Ellipse,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⬯,White Vertical Ellipse,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⬰,Left Arrow With Small Circle,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⬱,Three Leftwards Arrows,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⬲,Left Arrow With Circled Plus,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⬳,Long Leftwards Squiggle Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⬴,Leftwards Two-Headed Arrow With Vertical Stroke,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⬵,Leftwards Two-Headed Arrow With Double Vertical Stroke,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⬶,Leftwards Two-Headed Arrow From Bar,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⬷,Leftwards Two-Headed Triple Dash Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⬸,Leftwards Arrow With Dotted Stem,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⬹,Leftwards Arrow With Tail With Vertical Stroke,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⬺,Leftwards Arrow With Tail With Double Vertical Stroke,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⬻,Leftwards Two-Headed Arrow With Tail,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⬼,Leftwards Two-Headed Arrow With Tail With Vertical Stroke,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⬽,Leftwards Two-Headed Arrow With Tail With Double Vertical Stroke,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⬾,Leftwards Arrow Through X,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⬿,Wave Arrow Pointing Directly Left,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭀,Equals Sign Above Leftwards Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭁,Reverse Tilde Operator Above Leftwards Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭂,Leftwards Arrow Above Reverse Almost Equal To,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭃,Rightwards Arrow Through Greater-Than,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭄,Rightwards Arrow Through Superset,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭅,Leftwards Quadruple Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭆,Rightwards Quadruple Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭇,Reverse Tilde Operator Above Rightwards Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭈,Rightwards Arrow Above Reverse Almost Equal To,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭉,Tilde Operator Above Leftwards Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭊,Leftwards Arrow Above Almost Equal To,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭋,Leftwards Arrow Above Reverse Tilde Operator,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭌,Rightwards Arrow Above Reverse Tilde Operator,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭍,Downwards Triangle-Headed Zigzag Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭎,Short Slanted North Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭏,Short Backslanted South Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭐,White Medium Star,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭑,Black Small Star,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭒,White Small Star,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭓,Black Right-Pointing Pentagon,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭔,White Right-Pointing Pentagon,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭕,Heavy Large Circle,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭖,Heavy Oval With Oval Inside,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭗,Heavy Circle With Circle Inside,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭘,Heavy Circle,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭙,Heavy Circled Saltire,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭚,Slanted North Arrow With Hooked Head,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭛,Backslanted South Arrow With Hooked Tail,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭜,Slanted North Arrow With Horizontal Tail,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭝,Backslanted South Arrow With Horizontal Tail,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭞,Bent Arrow Pointing Downwards Then North East,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭟,Short Bent Arrow Pointing Downwards Then North East,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭠,Leftwards Triangle-Headed Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭡,Upwards Triangle-Headed Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭢,Rightwards Triangle-Headed Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭣,Downwards Triangle-Headed Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭤,Left Right Triangle-Headed Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭥,Up Down Triangle-Headed Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭦,North West Triangle-Headed Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭧,North East Triangle-Headed Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭨,South East Triangle-Headed Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭩,South West Triangle-Headed Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭪,Leftwards Triangle-Headed Dashed Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭫,Upwards Triangle-Headed Dashed Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭬,Rightwards Triangle-Headed Dashed Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭭,Downwards Triangle-Headed Dashed Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭮,Clockwise Triangle-Headed Open Circle Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭯,Anticlockwise Triangle-Headed Open Circle Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭰,Leftwards Triangle-Headed Arrow To Bar,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭱,Upwards Triangle-Headed Arrow To Bar,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭲,Rightwards Triangle-Headed Arrow To Bar,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭳,Downwards Triangle-Headed Arrow To Bar,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭶,North West Triangle-Headed Arrow To Bar,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭷,North East Triangle-Headed Arrow To Bar,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭸,South East Triangle-Headed Arrow To Bar,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭹,South West Triangle-Headed Arrow To Bar,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭺,Leftwards Triangle-Headed Arrow With Double Horizontal Stroke,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭻,Upwards Triangle-Headed Arrow With Double Horizontal Stroke,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭼,Rightwards Triangle-Headed Arrow With Double Horizontal Stroke,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭽,Downwards Triangle-Headed Arrow With Double Horizontal Stroke,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭾,Horizontal Tab Key,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⭿,Vertical Tab Key,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮀,Leftwards Triangle-Headed Arrow Over Rightwards Triangle-Headed Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮁,Upwards Triangle-Headed Arrow Leftwards Of Downwards Triangle-Headed Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮂,Rightwards Triangle-Headed Arrow Over Leftwards Triangle-Headed Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮃,Downwards Triangle-Headed Arrow Leftwards Of Upwards Triangle-Headed Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮄,Leftwards Triangle-Headed Paired Arrows,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮅,Upwards Triangle-Headed Paired Arrows,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮆,Rightwards Triangle-Headed Paired Arrows,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮇,Downwards Triangle-Headed Paired Arrows,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮈,Leftwards Black Circled White Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮉,Upwards Black Circled White Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮊,Rightwards Black Circled White Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮋,Downwards Black Circled White Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮌,Anticlockwise Triangle-Headed Right U-Shaped Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮍,Anticlockwise Triangle-Headed Bottom U-Shaped Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮎,Anticlockwise Triangle-Headed Left U-Shaped Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮏,Anticlockwise Triangle-Headed Top U-Shaped Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮐,Return Left,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮑,Return Right,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮒,Newline Left,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮓,Newline Right,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮔,Four Corner Arrows Circling Anticlockwise,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮕,Rightwards Black Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮗,Symbol For Type A Electronics,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮘,Three-D Top-Lighted Leftwards Equilateral Arrowhead,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮙,Three-D Right-Lighted Upwards Equilateral Arrowhead,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮚,Three-D Top-Lighted Rightwards Equilateral Arrowhead,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮛,Three-D Left-Lighted Downwards Equilateral Arrowhead,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮜,Black Leftwards Equilateral Arrowhead,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮝,Black Upwards Equilateral Arrowhead,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮞,Black Rightwards Equilateral Arrowhead,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮟,Black Downwards Equilateral Arrowhead,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮠,Downwards Triangle-Headed Arrow With Long Tip Leftwards,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮡,Downwards Triangle-Headed Arrow With Long Tip Rightwards,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮢,Upwards Triangle-Headed Arrow With Long Tip Leftwards,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮣,Upwards Triangle-Headed Arrow With Long Tip Rightwards,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮤,Leftwards Triangle-Headed Arrow With Long Tip Upwards,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮥,Rightwards Triangle-Headed Arrow With Long Tip Upwards,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮦,Leftwards Triangle-Headed Arrow With Long Tip Downwards,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮧,Rightwards Triangle-Headed Arrow With Long Tip Downwards,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮨,Black Curved Downwards And Leftwards Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮩,Black Curved Downwards And Rightwards Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮪,Black Curved Upwards And Leftwards Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮫,Black Curved Upwards And Rightwards Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮬,Black Curved Leftwards And Upwards Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮭,Black Curved Rightwards And Upwards Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮮,Black Curved Leftwards And Downwards Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮯,Black Curved Rightwards And Downwards Arrow,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮰,Ribbon Arrow Down Left,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮱,Ribbon Arrow Down Right,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮲,Ribbon Arrow Up Left,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮳,Ribbon Arrow Up Right,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮴,Ribbon Arrow Left Up,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮵,Ribbon Arrow Right Up,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮶,Ribbon Arrow Left Down,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮷,Ribbon Arrow Right Down,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮸,Upwards White Arrow From Bar With Horizontal Bar,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮹,Up Arrowhead In A Rectangle Box,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮺,Overlapping White Squares,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮻,Overlapping White And Black Squares,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮼,Overlapping Black Squares,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮽,Ballot Box With Light X,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮾,Circled X,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⮿,Circled Bold X,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯀,Black Square Centred,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯁,Black Diamond Centred,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯂,Turned Black Pentagon,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯃,Horizontal Black Octagon,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯄,Black Octagon,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯅,Black Medium Up-Pointing Triangle Centred,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯆,Black Medium Down-Pointing Triangle Centred,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯇,Black Medium Left-Pointing Triangle Centred,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯈,Black Medium Right-Pointing Triangle Centred,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯉,Neptune Form Two,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯊,Top Half Black Circle,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯋,Bottom Half Black Circle,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯌,Light Four Pointed Black Cusp,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯍,Rotated Light Four Pointed Black Cusp,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯎,White Four Pointed Cusp,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯏,Rotated White Four Pointed Cusp,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯐,Square Position Indicator,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯑,Uncertainty Sign,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯒,Group Mark,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯓,Pluto Form Two,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯔,Pluto Form Three,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯕,Pluto Form Four,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯖,Pluto Form Five,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯗,Transpluto,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯘,Proserpina,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯙,Astraea,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯚,Hygiea,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯛,Pholus,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯜,Nessus,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯝,White Moon Selena,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯞,Black Diamond On Cross,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯟,True Light Moon Arta,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯠,Cupido,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯡,Hades,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯢,Zeus,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯣,Kronos,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯤,Apollon,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯥,Admetos,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯦,Vulcanus,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯧,Poseidon,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯨,Left Half Black Star,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯩,Right Half Black Star,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯪,Star With Left Half Black,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯫,Star With Right Half Black,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯬,Leftwards Two-Headed Arrow With Triangle Arrowheads,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯭,Upwards Two-Headed Arrow With Triangle Arrowheads,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯮,Rightwards Two-Headed Arrow With Triangle Arrowheads,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯯,Downwards Two-Headed Arrow With Triangle Arrowheads,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯰,Eris Form One,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯱,Eris Form Two,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯲,Sedna,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯳,Russian Astrological Symbol Vigintile,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯴,Russian Astrological Symbol Novile,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯵,Russian Astrological Symbol Quintile,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯶,Russian Astrological Symbol Binovile,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯷,Russian Astrological Symbol Sentagon,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯸,Russian Astrological Symbol Tredecile,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯹,Equals Sign With Infinity Below,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯺,United Symbol,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯻,Separated Symbol,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯼,Doubled Symbol,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯽,Passed Symbol,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯾,Reversed Right Angle,Misc Symbols and Arrows (U+2B00 to U+2BFF)
⯿,Hellschreiber Pause Symbol,Misc Symbols and Arrows (U+2B00 to U+2BFF)
𝄀,Musical Symbol Single Barline,Musical Symbols (U+1D100 to U+1D1FF)
𝄁,Musical Symbol Double Barline,Musical Symbols (U+1D100 to U+1D1FF)
𝄂,Musical Symbol Final Barline,Musical Symbols (U+1D100 to U+1D1FF)
𝄃,Musical Symbol Reverse Final Barline,Musical Symbols (U+1D100 to U+1D1FF)
𝄄,Musical Symbol Dashed Barline,Musical Symbols (U+1D100 to U+1D1FF)
𝄅,Musical Symbol Short Barline,Musical Symbols (U+1D100 to U+1D1FF)
𝄆,Musical Symbol Left Repeat Sign,Musical Symbols (U+1D100 to U+1D1FF)
𝄇,Musical Symbol Right Repeat Sign,Musical Symbols (U+1D100 to U+1D1FF)
𝄈,Musical Symbol Repeat Dots,Musical Symbols (U+1D100 to U+1D1FF)
𝄉,Musical Symbol Dal Segno,Musical Symbols (U+1D100 to U+1D1FF)
𝄊,Musical Symbol Da Capo,Musical Symbols (U+1D100 to U+1D1FF)
𝄋,Musical Symbol Segno,Musical Symbols (U+1D100 to U+1D1FF)
𝄌,Musical Symbol Coda,Musical Symbols (U+1D100 to U+1D1FF)
𝄍,Musical Symbol Repeated Figure-1,Musical Symbols (U+1D100 to U+1D1FF)
𝄎,Musical Symbol Repeated Figure-2,Musical Symbols (U+1D100 to U+1D1FF)
𝄏,Musical Symbol Repeated Figure-3,Musical Symbols (U+1D100 to U+1D1FF)
𝄐,Musical Symbol Fermata,Musical Symbols (U+1D100 to U+1D1FF)
𝄑,Musical Symbol Fermata Below,Musical Symbols (U+1D100 to U+1D1FF)
𝄒,Musical Symbol Breath Mark,Musical Symbols (U+1D100 to U+1D1FF)
𝄓,Musical Symbol Caesura,Musical Symbols (U+1D100 to U+1D1FF)
𝄔,Musical Symbol Brace,Musical Symbols (U+1D100 to U+1D1FF)
𝄕,Musical Symbol Bracket,Musical Symbols (U+1D100 to U+1D1FF)
𝄖,Musical Symbol One-Line Staff,Musical Symbols (U+1D100 to U+1D1FF)
𝄗,Musical Symbol Two-Line Staff,Musical Symbols (U+1D100 to U+1D1FF)
𝄘,Musical Symbol Three-Line Staff,Musical Symbols (U+1D100 to U+1D1FF)
𝄙,Musical Symbol Four-Line Staff,Musical Symbols (U+1D100 to U+1D1FF)
𝄚,Musical Symbol Five-Line Staff,Musical Symbols (U+1D100 to U+1D1FF)
𝄛,Musical Symbol Six-Line Staff,Musical Symbols (U+1D100 to U+1D1FF)
𝄜,Musical Symbol Six-String Fretboard,Musical Symbols (U+1D100 to U+1D1FF)
𝄝,Musical Symbol Four-String Fretboard,Musical Symbols (U+1D100 to U+1D1FF)
𝄞,Musical Symbol G Clef,Musical Symbols (U+1D100 to U+1D1FF)
𝄟,Musical Symbol G Clef Ottava Alta,Musical Symbols (U+1D100 to U+1D1FF)
𝄠,Musical Symbol G Clef Ottava Bassa,Musical Symbols (U+1D100 to U+1D1FF)
𝄡,Musical Symbol C Clef,Musical Symbols (U+1D100 to U+1D1FF)
𝄢,Musical Symbol F Clef,Musical Symbols (U+1D100 to U+1D1FF)
𝄣,Musical Symbol F Clef Ottava Alta,Musical Symbols (U+1D100 to U+1D1FF)
𝄤,Musical Symbol F Clef Ottava Bassa,Musical Symbols (U+1D100 to U+1D1FF)
𝄥,Musical Symbol Drum Clef-1,Musical Symbols (U+1D100 to U+1D1FF)
𝄦,Musical Symbol Drum Clef-2,Musical Symbols (U+1D100 to U+1D1FF)
𝄩,Musical Symbol Multiple Measure Rest,Musical Symbols (U+1D100 to U+1D1FF)
𝄪,Musical Symbol Double Sharp,Musical Symbols (U+1D100 to U+1D1FF)
𝄫,Musical Symbol Double Flat,Musical Symbols (U+1D100 to U+1D1FF)
𝄬,Musical Symbol Flat Up,Musical Symbols (U+1D100 to U+1D1FF)
𝄭,Musical Symbol Flat Down,Musical Symbols (U+1D100 to U+1D1FF)
𝄮,Musical Symbol Natural Up,Musical Symbols (U+1D100 to U+1D1FF)
𝄯,Musical Symbol Natural Down,Musical Symbols (U+1D100 to U+1D1FF)
𝄰,Musical Symbol Sharp Up,Musical Symbols (U+1D100 to U+1D1FF)
𝄱,Musical Symbol Sharp Down,Musical Symbols (U+1D100 to U+1D1FF)
𝄲,Musical Symbol Quarter Tone Sharp,Musical Symbols (U+1D100 to U+1D1FF)
𝄳,Musical Symbol Quarter Tone Flat,Musical Symbols (U+1D100 to U+1D1FF)
𝄴,Musical Symbol Common Time,Musical Symbols (U+1D100 to U+1D1FF)
𝄵,Musical Symbol Cut Time,Musical Symbols (U+1D100 to U+1D1FF)
𝄶,Musical Symbol Ottava Alta,Musical Symbols (U+1D100 to U+1D1FF)
𝄷,Musical Symbol Ottava Bassa,Musical Symbols (U+1D100 to U+1D1FF)
𝄸,Musical Symbol Quindicesima Alta,Musical Symbols (U+1D100 to U+1D1FF)
𝄹,Musical Symbol Quindicesima Bassa,Musical Symbols (U+1D100 to U+1D1FF)
𝄺,Musical Symbol Multi Rest,Musical Symbols (U+1D100 to U+1D1FF)
𝄻,Musical Symbol Whole Rest,Musical Symbols (U+1D100 to U+1D1FF)
𝄼,Musical Symbol Half Rest,Musical Symbols (U+1D100 to U+1D1FF)
𝄽,Musical Symbol Quarter Rest,Musical Symbols (U+1D100 to U+1D1FF)
𝄾,Musical Symbol Eighth Rest,Musical Symbols (U+1D100 to U+1D1FF)
𝄿,Musical Symbol Sixteenth Rest,Musical Symbols (U+1D100 to U+1D1FF)
𝅀,Musical Symbol Thirty-Second Rest,Musical Symbols (U+1D100 to U+1D1FF)
𝅁,Musical Symbol Sixty-Fourth Rest,Musical Symbols (U+1D100 to U+1D1FF)
𝅂,Musical Symbol One Hundred Twenty-Eighth Rest,Musical Symbols (U+1D100 to U+1D1FF)
𝅃,Musical Symbol X Notehead,Musical Symbols (U+1D100 to U+1D1FF)
𝅄,Musical Symbol Plus Notehead,Musical Symbols (U+1D100 to U+1D1FF)
𝅅,Musical Symbol Circle X Notehead,Musical Symbols (U+1D100 to U+1D1FF)
𝅆,Musical Symbol Square Notehead White,Musical Symbols (U+1D100 to U+1D1FF)
𝅇,Musical Symbol Square Notehead Black,Musical Symbols (U+1D100 to U+1D1FF)
𝅈,Musical Symbol Triangle Notehead Up White,Musical Symbols (U+1D100 to U+1D1FF)
𝅉,Musical Symbol Triangle Notehead Up Black,Musical Symbols (U+1D100 to U+1D1FF)
𝅊,Musical Symbol Triangle Notehead Left White,Musical Symbols (U+1D100 to U+1D1FF)
𝅋,Musical Symbol Triangle Notehead Left Black,Musical Symbols (U+1D100 to U+1D1FF)
𝅌,Musical Symbol Triangle Notehead Right White,Musical Symbols (U+1D100 to U+1D1FF)
𝅍,Musical Symbol Triangle Notehead Right Black,Musical Symbols (U+1D100 to U+1D1FF)
𝅎,Musical Symbol Triangle Notehead Down White,Musical Symbols (U+1D100 to U+1D1FF)
𝅏,Musical Symbol Triangle Notehead Down Black,Musical Symbols (U+1D100 to U+1D1FF)
